Tenure,MonthlyCharges,TotalContacts,ContractType,SupportTickets,Churn
40,79.75225806633983,6,2,2,0
38,49.06833128207724,6,1,4,0
48,141.3491636824808,4,2,0,0
16,64.79755744450634,0,0,4,1
69,40.92797611935872,8,0,5,0
69,93.21137049901414,8,0,1,0
64,142.6906356448261,7,0,0,0
4,20.497937765041936,4,0,1,1
1,50.95622962301984,2,0,1,1
21,141.998193253353,7,1,2,1
56,42.24117569143107,0,2,3,0
65,34.72164871317658,2,0,2,0
15,94.12433805397458,6,2,2,0
50,132.03969702832788,3,2,5,1
38,82.0242763002104,6,1,2,0
39,149.29335336898822,4,0,0,1
37,108.29232093993907,5,0,3,1
59,29.629737937358207,6,1,3,0
58,149.0681771186568,9,1,0,0
9,73.02625078142475,6,1,2,0
63,57.36232939991273,6,1,2,0
62,92.52429386512513,6,1,1,0
48,59.55998693671236,6,2,1,0
63,31.2394759256198,2,1,5,0
31,20.185684600292973,2,0,4,1
6,78.4458358796341,6,0,1,1
20,128.79224488945698,1,1,3,1
19,94.40097413190995,1,1,0,0
25,149.89694886264732,2,1,2,1
67,57.29006393413599,3,1,4,0
14,56.45915841880719,5,1,1,0
13,40.76742983041275,7,0,4,1
26,41.328266474493574,9,2,0,0
39,57.07425748130621,9,1,0,0
57,123.06920588555853,6,1,4,0
27,137.74838278273822,3,1,4,1
25,146.7613320619986,1,0,5,1
62,50.19765503253885,1,0,4,0
65,134.5686809298319,3,2,2,0
24,62.67316160605382,5,2,3,0
2,34.669270787194975,2,2,1,0
71,133.10324031762153,5,2,1,0
43,102.69373250367042,4,0,1,1
41,41.41501649053802,4,2,4,0
5,75.87806347669033,1,1,4,1
38,57.34350033401879,7,0,5,1
51,115.7832939323256,4,0,4,1
22,78.94410998115484,1,0,5,1
49,148.60639286383005,6,1,5,1
42,27.116847693747367,8,0,2,0
18,66.15198459771207,8,1,2,0
68,82.64702172429706,0,2,2,0
50,85.40736211728156,6,0,2,0
10,61.07165691013278,8,1,0,0
11,114.80123238268384,5,0,2,1
7,133.7171195535667,0,2,2,1
23,142.0335092571222,1,0,2,1
40,124.6621389839384,3,2,5,1
35,130.57542564985792,3,0,1,1
71,91.57088908059941,1,1,1,0
54,127.36546943548589,7,2,1,0
8,59.45550818923379,1,0,3,1
46,71.80223907419787,2,2,0,0
14,61.19869179641076,3,2,5,1
47,80.7603536082303,8,1,4,0
41,57.125350111022726,9,1,5,0
59,145.0094874930781,0,1,2,0
69,60.66980164073686,7,1,1,0
11,32.74578995442218,4,2,5,0
1,88.48623158655374,6,2,0,0
6,27.422880197872928,7,0,2,1
2,34.37061162011547,4,0,3,1
2,48.520620595512014,7,0,4,1
26,80.36553248467843,9,1,2,0
39,76.32262120017363,7,2,4,0
32,123.95994206036285,8,2,5,1
0,116.13170500493474,1,0,2,1
7,75.42137821879118,2,0,3,1
31,63.381546984831886,0,2,5,0
47,61.14094192799482,3,1,0,0
3,120.61936134822118,4,0,4,1
69,26.76941280876507,0,0,4,0
18,21.666814436378758,7,2,0,0
31,123.42077095046425,1,2,4,1
8,82.02902887857641,0,0,5,1
11,37.01454801196488,1,0,1,1
10,50.62357149728516,4,1,0,0
45,141.2255139026597,8,1,3,0
15,131.73538683123672,8,1,2,1
0,112.27205652911643,1,1,2,1
62,82.68927994385245,1,0,0,0
20,87.64207140488014,2,0,1,1
29,146.7817895869146,6,0,5,1
12,145.55015770495731,2,1,3,1
33,47.98497595215846,0,0,2,0
3,125.44359361969136,5,2,2,1
27,45.641546601712186,2,1,5,0
58,47.759872124913684,0,2,1,0
26,107.89209444139499,3,1,4,1
68,72.65014281638129,0,0,0,0
24,141.10077292384761,0,1,1,0
2,31.57126553648115,1,2,1,0
67,86.4983333052341,9,1,1,0
24,139.40779895760576,7,2,1,0
19,137.53477586233566,1,0,4,1
33,40.34879774404636,1,2,5,0
25,67.66290101253935,9,0,3,1
4,100.48578200607051,9,2,1,0
60,40.72133502028228,7,0,1,0
8,145.84288236594602,5,2,0,1
49,138.91741273459584,3,0,2,1
5,41.70352327448099,2,0,4,1
59,35.75020996392811,0,0,1,0
43,31.10310276507449,2,2,3,0
10,138.22767632476206,8,2,3,1
65,45.171095273409904,4,0,3,0
46,74.1170407107661,5,1,0,0
2,78.3506775347604,4,0,3,1
29,97.87143574776378,0,1,5,1
20,29.325594687165243,9,0,0,0
27,49.478620262067075,0,2,4,0
61,141.0937502994604,3,1,3,0
32,138.09331394491403,2,2,2,0
34,121.56778416273998,7,1,1,0
51,22.522161930368007,6,1,4,0
33,62.51087990449327,6,1,5,0
40,101.63463559457801,7,1,2,0
50,55.77472753055184,9,2,4,0
46,138.24627035699103,6,1,5,1
57,102.40563003821744,9,0,3,1
56,29.347873251137926,1,0,4,0
22,138.1707265486414,3,1,4,1
47,144.50966556290894,5,2,4,1
21,30.102614390924316,2,2,0,0
16,89.20683053197094,2,1,2,0
68,59.437356687842154,5,2,5,0
10,71.0690799425823,0,2,3,0
14,43.35465833419445,0,2,1,0
34,95.14937326161363,4,1,3,0
32,144.5373159223558,0,0,3,1
15,85.39943803530917,9,0,0,1
33,30.77889558128255,7,0,0,0
65,100.6001733520631,1,0,4,1
39,64.22898927866342,5,0,3,1
27,131.2702746468687,9,2,2,0
46,76.50815928114113,9,2,0,0
38,45.069149162491925,4,2,5,0
69,44.84373094984885,9,1,0,0
19,119.93934349375085,3,2,2,0
0,54.526387779956785,0,0,0,1
71,119.74034124069898,2,2,2,0
62,46.76535039965792,3,0,1,0
66,61.819227931170225,1,2,2,0
3,80.51330641716092,1,0,1,1
57,142.6154604601486,1,2,5,0
24,141.1250852179972,0,0,4,1
46,46.89334380489741,9,0,4,1
37,66.56847536159947,1,1,0,0
14,39.4219204989904,5,2,2,0
62,86.29806031075462,2,0,0,0
20,79.87573159030666,9,2,2,0
56,137.0988211185952,4,0,0,0
52,140.90069911283945,0,1,4,0
45,69.86376083094797,7,1,5,0
13,83.92593259246863,3,1,4,1
16,136.51071238899732,8,1,0,0
38,124.87201500685799,3,0,2,1
8,20.475320474804406,1,2,3,0
5,61.60774334386573,2,1,5,1
22,74.83065145169637,4,1,2,0
58,49.86311687882012,9,1,0,0
45,45.94431006647204,5,2,2,0
37,24.911985857438356,6,0,1,0
13,103.63806425906887,3,0,2,1
71,54.12633776281154,6,0,4,0
61,26.805133196070702,9,0,4,0
34,50.02731036864827,2,2,1,0
18,124.24881386869644,6,2,5,1
29,130.69359361405105,3,2,2,0
24,82.79861187512935,7,1,5,1
39,74.0891871531292,8,2,3,0
13,147.12098015523162,6,0,2,1
25,46.07340574644908,7,2,4,0
21,47.9967067710991,7,1,4,0
47,57.94273301473197,1,0,5,1
50,42.45845137654135,8,2,0,0
2,69.31752776654426,5,0,4,1
41,138.408449508668,3,0,0,1
18,99.99521928171465,4,2,4,1
27,73.55305131959427,9,2,4,0
44,141.47340329425793,4,1,3,0
70,26.300350221856903,6,2,0,0
62,47.33590312724198,8,2,0,0
18,93.56551866322867,6,2,4,1
46,100.0218410151133,8,0,0,0
13,25.142475853139707,3,1,4,0
37,72.39503852792718,9,0,4,1
52,104.39001542801346,9,2,5,0
60,110.7491710324422,3,1,2,0
35,102.95818732711501,5,2,0,0
39,61.67321916692019,7,0,1,0
29,32.157616067728235,8,0,5,1
8,75.52461803451342,0,2,0,0
63,36.73807685784721,0,1,0,0
32,143.19107560768674,7,0,3,1
51,81.77221258294168,6,2,1,0
13,61.24369266639278,8,2,1,0
52,119.61952924545702,2,2,3,0
58,84.7333170356943,9,1,3,0
40,60.304423121618505,4,2,0,0
67,125.55580651080422,2,2,2,0
67,132.72977963014586,4,0,3,1
7,107.491061617528,9,2,1,0
1,26.105374912996748,0,1,1,0
40,93.62197442164917,3,2,0,0
54,119.22833855964662,5,1,2,0
15,37.74539157086568,1,2,4,0
61,49.72719767999844,6,2,3,0
47,134.72436365885773,7,2,3,0
29,22.615823840899626,0,1,0,0
11,117.85452791737688,3,0,5,1
34,81.59052802687498,3,1,5,0
10,78.08038064914889,4,0,2,1
63,20.922549224335334,3,1,1,0
49,126.52177002564406,8,2,1,0
20,66.77723708275364,6,2,4,0
68,90.29953206907058,1,0,1,0
47,108.04908922363573,0,0,5,1
19,111.34184493692905,8,1,5,1
66,144.2774076473894,0,1,3,0
43,89.07419392075919,5,0,4,1
32,71.96354162667558,1,0,2,1
60,143.98147144392203,3,1,4,0
8,103.47433055331774,5,0,2,1
67,58.75954631595223,4,0,5,0
34,36.44035190246425,5,0,1,0
64,129.53208519047357,2,0,0,0
7,67.0836083632397,4,2,4,1
44,105.86106377737605,1,2,4,0
46,81.20613451756677,6,0,3,1
39,45.86087137335498,2,1,3,0
53,98.21925912066047,0,2,5,0
45,27.8887989635887,7,1,2,0
46,73.734519783255,7,1,0,0
14,91.05994215627723,2,2,3,0
18,76.68610663541529,6,1,3,0
25,117.3273827826288,8,1,1,0
51,127.63024409089061,7,0,1,1
21,120.26159962431315,2,0,5,1
20,25.045683215534275,1,0,5,1
50,45.236740157976385,9,2,3,0
37,89.75897620429066,6,0,2,1
19,141.52686525769417,6,1,0,0
28,128.54438075677518,8,1,3,1
50,129.52948608573422,4,1,2,0
3,59.41706518875774,3,1,2,0
54,75.82822662023133,7,1,3,0
70,81.19177315107186,3,2,2,0
27,40.45830583548835,3,1,4,0
3,24.03885693177932,1,2,2,0
21,143.0973769298672,0,1,3,1
44,51.29263613625588,3,2,2,0
66,51.19335748407207,6,2,3,0
65,30.83927698993874,8,1,1,0
33,140.70600775269122,8,1,3,1
54,95.36582494217036,9,1,2,0
0,106.714791426296,0,1,3,1
71,138.50499534419683,4,0,0,0
37,64.93062195710263,6,0,3,1
5,100.79595044795093,6,2,3,1
24,25.04392911475537,9,2,0,0
16,44.28042867004682,5,0,0,0
60,128.06195466169254,9,2,0,0
11,119.67988632398365,3,1,5,1
5,65.5835498894291,2,2,4,1
26,68.98538161064762,8,2,5,0
7,89.36207636196534,9,2,3,1
64,20.031330609067492,3,0,5,0
56,51.361763684943625,7,0,5,1
39,47.07013511906788,0,2,0,0
13,52.56278307746925,6,1,0,0
34,124.76775952934737,5,2,1,0
47,56.35760135103761,0,0,5,1
55,44.897771866519264,3,1,4,0
48,85.5542499030941,4,2,3,0
12,132.53385472845514,7,0,2,1
60,51.375461498874984,3,1,4,0
48,30.20971156306383,2,2,4,0
45,66.33261566045641,1,0,1,0
61,117.19473719344711,3,1,3,0
7,91.5897708103233,9,2,3,1
42,126.18313804466517,3,1,0,0
19,144.74697918920043,9,1,0,0
38,123.04612197771021,4,1,4,0
48,98.49440024968794,6,0,1,0
63,84.13440644680946,8,2,3,0
61,25.208981225274666,1,1,1,0
53,147.96185724582537,4,1,2,0
8,69.85254593475553,9,1,3,0
36,39.789667809192686,8,0,0,0
48,106.67215120153938,2,1,4,0
40,56.957477582409716,0,0,1,0
16,96.15117522103618,1,0,0,1
20,96.27982801979685,5,1,4,1
50,77.94487671737299,4,1,0,0
58,128.69542002085552,0,0,3,1
38,54.44571800220759,0,0,1,0
54,78.32223691030543,3,1,2,0
40,89.89997671682629,3,0,5,1
38,106.27121369974896,5,0,0,1
12,121.91634056572663,5,1,5,1
63,71.32494677417328,9,1,1,0
10,103.98610273255748,5,2,3,1
18,39.579423898907486,0,1,0,0
10,141.24425307052223,9,1,3,1
45,69.79764483473046,8,1,2,0
44,114.83778485693699,6,2,2,0
0,22.644340644683094,6,0,4,1
39,46.674328577624905,6,1,4,0
18,83.32073076206514,1,1,4,1
71,134.17282080520505,1,2,3,0
71,88.54316949358802,5,2,4,0
60,140.88316269820427,6,2,1,0
11,82.89359655576352,2,0,5,1
60,83.7583825756735,3,2,5,0
32,35.567082505069145,2,0,3,1
44,124.34531173978857,6,1,3,0
68,52.105503620718125,6,1,4,0
7,136.94962361840095,3,1,5,1
24,138.40714864295148,6,2,5,1
45,142.63031454363946,4,1,4,1
29,87.6299635834017,0,2,3,0
46,108.02219202187376,9,0,2,1
48,121.20706440801625,3,1,2,0
46,37.03190042456053,6,0,4,0
17,98.12443534967464,1,2,2,0
65,24.458727169430517,1,2,1,0
67,84.68359084053436,0,1,1,0
32,40.12954861062956,1,1,1,0
35,43.77998037507101,9,2,3,0
18,67.4561836700382,7,1,3,0
27,76.21683167314539,7,1,3,0
39,101.01241518918434,7,0,3,1
14,29.675694397007035,0,2,3,0
40,85.47992896086781,0,0,4,1
38,43.741266932903144,9,1,2,0
1,94.61677275412644,3,0,4,1
62,102.86259959395386,5,2,2,0
28,92.37220335187101,7,0,4,1
65,115.97841636218,1,0,1,0
50,63.629201751317176,2,1,0,0
9,119.46385691230701,5,2,3,1
13,76.25972062206517,9,1,0,0
50,82.94398478193759,3,1,0,0
38,104.25327654393928,1,2,1,0
27,22.386589919899116,6,0,0,0
2,105.01924878463228,3,1,0,0
69,100.416069379375,7,0,1,0
26,60.28012517792639,7,2,2,0
1,31.15325703693363,6,1,4,0
37,31.821608488695347,9,0,5,1
2,140.0190871080797,8,0,0,1
15,109.60631175935883,3,1,3,1
39,36.523339790196246,6,2,1,0
1,66.37401201015783,9,0,0,1
40,97.02278920720754,9,2,5,0
11,128.62432166178434,0,1,2,1
34,25.67592073269111,3,0,2,0
64,50.76230709110115,1,0,5,0
54,135.6673687383994,8,0,3,1
44,21.191521523896142,4,2,0,0
61,46.18188336320536,2,0,3,0
48,144.67314287648557,3,0,2,1
24,99.74224004788225,5,1,2,0
22,54.01727766287584,9,0,4,1
23,28.70884227146019,0,2,2,0
37,23.66487425813888,6,1,1,0
27,51.816860352800546,7,1,4,0
20,134.59315654655836,6,0,3,1
53,74.06877505867624,6,1,2,0
17,113.64333799157909,8,0,5,1
35,139.3770545993945,3,1,1,0
44,73.04526000836616,6,2,4,0
52,44.86605823486162,8,0,1,0
29,87.22533101139953,4,2,4,0
59,138.0508793177811,1,0,4,1
31,124.56867383790107,4,2,4,1
66,28.557879637209993,3,2,5,0
66,110.03446401008564,7,1,3,0
27,94.34667791966399,4,0,4,1
43,137.9702129250353,8,1,4,1
40,35.92258419053864,8,2,1,0
62,89.42469471660536,2,0,4,1
22,134.33015015654598,9,2,3,1
47,73.30309227642658,5,2,5,0
31,82.65933930527271,5,2,5,0
56,29.159888096704577,3,2,1,0
32,56.158673258358405,9,1,4,0
23,62.18586439196315,2,2,1,0
38,142.8659183368353,0,1,5,1
33,56.74675687035067,6,2,3,0
55,79.91293558505475,4,0,1,0
27,107.26957506335637,9,2,3,0
36,41.08383841302406,6,2,2,0
6,83.23751032844368,0,0,4,1
67,116.01007513186799,7,0,3,1
36,132.69117769351857,2,2,4,1
55,101.41370570611546,6,2,3,0
64,106.97695699120322,2,1,0,0
64,36.41685143599396,2,0,0,0
46,142.95094464202515,9,0,0,1
19,37.23463007298271,8,1,3,0
18,120.70748183363378,1,2,5,1
28,54.42612183118145,3,2,5,0
59,141.3671086811627,5,0,4,1
17,113.59474011803233,2,1,0,0
34,117.99578268718797,9,2,4,1
42,48.47769249778483,9,0,3,0
10,77.5951969625709,6,2,4,1
48,100.31571529660724,6,2,4,0
37,120.09657036685812,4,2,0,0
63,33.51471886861064,2,0,5,0
68,145.1074911390887,1,1,1,0
7,135.7286871720923,3,1,2,1
33,55.145316764425964,3,2,3,0
47,126.95883159420316,7,1,3,0
55,87.38210999517705,7,2,3,0
64,80.03484260306243,4,0,2,0
30,60.8764337554827,5,0,1,0
3,95.52591626210702,7,0,5,1
49,114.88558530146771,0,2,4,0
68,73.42127764515857,4,1,5,0
29,101.79849509107797,3,0,3,1
58,110.91067975018949,3,2,4,0
66,112.44583621198716,1,1,0,0
44,26.75559275705343,9,1,5,0
3,131.76721473905872,0,1,0,1
25,79.57293091945624,5,2,0,0
26,54.11409062050788,6,2,5,0
45,51.4293859723586,4,2,3,0
63,82.79183466971355,7,0,2,0
50,135.2881001309647,8,2,3,0
49,69.1851856187441,1,0,0,0
5,117.46434708186064,3,0,0,1
58,32.586435028338414,8,0,3,0
14,81.88737127963803,4,2,2,0
29,148.91919825105563,2,0,2,1
41,120.1569143630038,5,2,4,0
36,47.36870349727969,2,2,1,0
41,85.18739158072839,4,0,0,0
34,50.37121927431365,2,0,2,0
5,73.2429205441262,5,0,5,1
67,121.41092308554542,9,2,0,0
17,120.25922598775247,4,2,1,0
28,49.65304912731007,8,0,5,1
58,139.8890313601318,2,0,0,0
46,97.03386375942749,5,1,2,0
16,69.39015782506189,7,0,4,1
21,85.25162550151188,6,1,3,0
67,98.65926294690668,5,1,5,0
68,92.78576913995211,1,2,3,0
36,83.23265461970317,6,2,2,0
48,85.64126453162201,7,1,2,0
12,42.933548355625206,0,1,5,0
33,125.65527755960832,8,0,1,1
52,90.42884159233199,3,1,5,0
50,37.04038202161141,7,0,0,0
2,119.60042320576113,9,2,1,1
41,141.2177171890556,6,0,3,1
31,143.14989690080506,9,2,0,0
50,67.97230521345246,6,1,1,0
45,37.617193562898024,1,1,3,0
20,87.39195146229847,0,1,0,0
43,34.63919981539869,3,0,4,1
10,141.41836440664025,1,2,5,1
67,43.865351556168974,7,2,5,0
0,52.85956179365133,9,2,5,1
62,72.86274849504616,6,2,4,0
23,69.81138091268636,7,2,1,0
12,123.30617601172557,5,0,2,1
10,79.3211866716251,0,2,0,0
50,42.19987380043379,8,1,1,0
16,54.737286413189636,5,2,2,0
23,86.18474007437786,9,1,5,1
18,39.169009265397534,0,0,5,1
36,99.51523783398183,0,0,5,1
7,93.54714985164897,7,1,2,0
27,112.9113011296935,5,2,0,0
4,141.9015999993178,7,0,0,1
16,138.59309294315022,7,0,2,1
35,142.9898303489481,7,0,3,1
18,51.81302761308112,9,2,5,0
63,37.103489863116096,6,1,1,0
10,59.29597106453831,6,1,0,0
53,136.3610724596209,9,2,2,0
44,146.36695170105347,3,0,3,1
46,131.7122436391619,8,2,4,0
11,34.30230374658067,1,2,2,0
20,143.16563974777313,8,1,3,1
10,75.03654355560218,9,2,4,1
4,21.21033779910598,2,2,3,0
55,77.51118629726517,1,0,0,0
19,25.988992057810787,3,0,2,1
40,90.70412975094528,4,1,4,0
45,64.01202356681668,1,0,3,1
11,81.54654136722634,0,2,4,1
69,99.71214689660522,9,2,1,0
16,132.94414245631663,4,2,2,1
18,106.04720494135071,8,1,0,0
25,76.42635290216349,4,0,4,1
47,126.52562097714745,9,2,5,1
51,137.7256778845072,8,0,3,1
69,35.56879563618564,9,0,5,0
54,89.15128708186289,5,0,4,1
32,56.98655476651774,2,0,5,1
61,26.117955724003163,3,1,3,0
22,106.9110703648181,3,1,4,1
14,132.16020106969933,0,1,0,0
26,41.17734508206122,2,2,0,0
63,125.61377549110706,2,2,2,0
50,130.9414453598024,0,2,0,0
52,138.86425754664288,8,1,4,0
50,54.487061581186815,0,0,4,1
46,137.51389847468562,8,1,0,0
3,61.68615811573619,0,2,1,0
6,91.80394174921537,1,2,4,1
34,26.56597120819668,1,0,2,0
47,25.70454148793667,5,1,1,0
71,113.64851765518638,6,0,0,0
44,77.78239713711284,0,1,3,0
71,53.31800879799828,2,2,4,0
18,44.753754483238325,1,0,3,1
62,107.09395381169836,7,0,5,1
37,20.052200723294185,8,1,2,0
66,124.76585199559105,1,1,1,0
58,30.302448796890747,1,1,3,0
68,44.89364993805553,9,2,2,0
12,70.21073138888164,8,1,3,0
46,83.03163616309347,3,2,3,0
60,66.14936505581244,4,1,2,0
30,61.692581447958204,8,1,4,0
21,145.3090815695145,5,2,3,1
42,103.40535856164125,9,1,2,0
66,23.046284197760468,8,2,3,0
53,75.92286809776071,8,2,4,0
9,133.75113096671612,6,1,2,1
41,59.189304233386835,9,1,3,0
63,32.29232482067047,8,0,0,0
20,118.59002030668931,4,1,4,1
65,98.78179815169057,4,0,3,0
40,94.1406260174455,7,1,1,0
23,26.96495274896303,9,2,2,0
34,38.264871273417256,3,2,3,0
55,100.9314215077048,8,0,4,1
29,47.017099389648656,6,1,4,0
56,85.52911036729516,6,0,1,0
46,90.83461918382115,2,1,1,0
34,56.85593473522212,3,1,5,0
18,143.29527022039406,6,2,5,1
7,129.52033388862478,4,0,3,1
25,113.9085559922638,2,2,0,0
70,30.13920263322318,0,2,4,0
29,33.79690251017253,6,2,0,0
6,84.06157496244424,5,0,0,1
66,40.89273539482814,9,1,3,0
64,147.17451025883162,6,1,2,0
35,40.60763042356323,1,0,2,0
24,83.37081861031662,3,1,2,0
36,67.3357373893957,1,0,1,0
0,103.12023478903274,7,0,4,1
14,36.77473315562524,6,1,1,0
36,75.94113564551083,0,2,4,0
12,55.711654264928676,1,0,5,1
7,135.40769820731944,1,0,4,1
4,25.276142577510363,3,0,4,1
59,138.78457422083972,2,0,3,1
0,128.28923801189006,0,1,2,1
35,58.68419313730601,1,1,1,0
34,122.6077851080236,8,0,5,1
65,24.057762844037182,0,2,1,0
62,145.69252153814116,8,1,3,0
22,88.45734253667261,6,2,4,0
8,59.426533388507885,1,2,5,1
33,67.13581763730802,1,0,2,1
45,28.632695949864658,4,1,0,0
3,148.61543682546508,4,0,0,1
29,25.10795286959002,3,0,3,0
71,105.13792600922167,9,2,2,0
2,77.55567060183958,9,2,0,0
13,143.35910836453297,2,2,0,0
59,51.97996623988337,3,0,5,1
44,89.17128711194147,9,0,5,1
33,82.70630711575788,3,0,1,1
44,111.37263772651318,1,0,2,1
60,28.841330153814667,4,0,0,0
15,45.19258690303613,4,0,5,1
65,47.89342661207048,4,0,5,0
39,115.95959812941966,9,0,5,1
16,44.58803052247621,0,1,1,0
33,94.55392930582697,5,1,2,0
15,47.98169666512398,1,1,4,0
59,132.0112435109172,6,1,5,0
65,142.484109083653,3,0,2,1
65,87.40408674249126,4,0,3,0
12,65.80015494719318,4,2,1,0
55,50.427510752274884,4,2,4,0
30,26.47153019799569,1,1,5,0
33,54.9050099056744,4,2,5,0
38,105.05065139289133,2,1,1,0
66,89.37020107019741,3,0,1,0
7,142.72536617652057,1,0,0,1
54,71.51604412392108,3,2,5,0
26,110.20223450269128,8,0,2,1
52,83.61195717176578,7,0,1,0
38,86.63490807014752,2,1,1,0
64,54.810660898535275,0,2,3,0
16,79.14360098945997,0,0,3,1
29,81.20204961165194,5,2,3,0
52,111.86352782736141,2,0,1,0
12,142.2831998941948,3,1,4,1
20,62.811766072725554,0,0,2,1
18,25.4860609155688,7,2,1,0
52,84.51836631508316,0,2,0,0
18,90.77997317939192,4,1,5,1
56,41.89727164714898,5,0,4,0
24,118.86039881588867,1,1,4,1
30,148.04078409739392,6,2,2,1
54,142.95071321109992,6,1,4,0
22,45.62378504707478,0,0,2,1
31,133.7972211870989,3,0,4,1
61,111.58417273351901,3,1,5,0
9,79.0000532948985,4,2,2,0
71,90.27942926221478,0,2,3,0
53,130.44802274771956,0,1,3,0
51,82.41754215298852,6,0,4,1
19,68.51695798366649,8,0,4,1
31,84.12217409337815,0,0,2,1
13,95.28687452455638,1,0,2,1
49,44.58009499118535,5,2,5,0
27,137.11800493470878,5,0,1,1
52,107.6443033478498,1,1,3,0
23,102.32495925387356,8,1,1,0
21,32.934509403482956,3,1,1,0
29,98.54261196243694,6,1,0,0
62,35.724886091004,5,0,2,0
3,30.23069777540188,2,2,0,0
58,88.55041643351113,7,0,0,0
7,72.36211942604434,6,2,1,0
11,96.54533512030902,8,0,0,1
30,31.598881847441017,2,2,5,0
33,76.0277981701436,0,1,2,0
48,42.72227295587054,1,1,1,0
56,148.32301117013515,0,2,2,0
25,92.94952761657267,4,2,5,1
17,109.36679192231276,9,2,4,1
37,62.30437648873902,1,1,0,0
49,32.31605892131474,2,1,1,0
7,146.86321216185976,7,0,3,1
40,57.213674599813814,9,2,2,0
5,75.09506407256464,4,2,5,1
68,104.48230982133475,3,2,0,0
43,23.21064869919447,4,1,2,0
63,125.3336869672473,9,2,5,0
28,89.75516470372064,5,2,2,0
27,56.16823431894688,6,1,4,0
10,28.009038088021,8,2,5,0
64,41.12479401167739,0,0,2,0
18,136.35440165094678,3,1,4,1
8,109.18314911166583,8,1,4,1
26,52.487223812795676,4,1,4,0
33,28.52809944285384,7,0,0,0
43,109.77999061026271,0,1,5,0
67,94.41300437580946,3,1,2,0
14,72.58753817957054,8,1,2,0
50,67.2694883947083,0,1,5,0
12,48.18585587078408,0,0,4,1
48,107.04946334987729,3,2,2,0
69,146.18684361320317,2,2,2,0
55,42.84298195878736,6,1,4,0
50,97.62516060201544,2,0,3,1
36,75.1440572469769,0,1,3,0
16,78.06953382680643,9,2,4,0
57,53.03914641661587,1,2,0,0
28,127.26753383598448,9,0,2,1
32,83.08322853914134,3,2,2,0
59,90.64276078577433,0,1,3,0
54,59.61891866365235,0,0,4,1
9,43.63510053670347,7,2,5,0
46,31.16835046636666,6,1,5,0
22,112.83548832023907,7,0,0,1
20,45.510456619421234,3,1,4,0
12,109.70979604454371,5,2,3,1
32,70.74893798610401,2,1,3,0
23,74.05072412865469,7,0,2,1
10,80.99307449206032,3,1,1,0
16,67.80210605658061,2,2,0,0
67,33.08059703893671,3,0,0,0
46,60.25213530036995,5,0,1,0
24,106.28546689021199,6,2,5,1
20,106.55197219095322,6,1,5,1
11,57.20915994119927,3,1,5,1
36,79.81334145249943,7,2,3,0
41,45.14813964155187,6,0,4,1
16,47.34837059887865,1,2,0,0
47,22.99612149285896,7,0,1,0
27,136.57705148800682,8,0,2,1
40,47.391866459737805,4,1,2,0
46,49.57940400174023,3,2,3,0
17,56.34818624386714,3,0,0,0
70,36.56304932040577,3,1,4,0
12,103.10417481357716,5,2,0,0
12,29.768583913086253,3,2,5,0
30,37.446315422425535,6,0,2,0
1,103.81837445671208,6,0,0,1
15,64.15588066258755,4,0,2,1
8,112.03321747115457,4,2,1,0
37,92.46521680711847,9,0,1,1
53,53.2827524979967,7,2,2,0
55,104.60763356361265,6,1,4,0
44,35.115578438074486,6,2,4,0
33,89.73334980040396,5,0,0,0
8,76.8292536558545,6,2,2,0
7,54.8235657662673,6,0,3,1
6,98.52064970613502,9,1,4,1
35,133.27336700423672,1,0,4,1
17,149.85761096919998,9,0,5,1
2,99.00915993664519,1,0,1,1
27,72.61176366279213,9,0,4,1
69,49.27692302810621,6,0,4,0
43,53.42249162136453,9,0,5,1
20,82.32914715946953,6,1,4,0
27,67.7461011664922,6,1,5,0
53,138.79588794124277,4,2,2,0
53,67.87841079524225,0,0,2,0
64,68.54779684890661,1,2,1,0
20,69.859486616417,8,1,0,0
12,128.76062734779555,7,1,5,1
56,104.60248171009724,7,0,4,1
48,99.84195054145604,9,0,0,0
53,63.438592909902084,0,2,2,0
9,126.32754298821713,5,1,4,1
52,24.98730197624115,8,2,0,0
43,133.2036324039547,7,2,5,1
46,86.65748697321085,2,2,5,0
52,71.77253053224366,3,0,0,0
45,84.63174649329913,2,1,5,0
12,106.76401896939804,5,2,3,1
36,21.65950544732666,8,1,2,0
23,133.3017413395722,7,1,1,0
1,78.07613829048107,9,2,1,0
13,64.58564756101016,3,2,3,0
9,37.971923532427425,1,0,0,0
34,77.13049866659748,7,1,5,0
24,84.52196026696924,7,2,3,0
2,72.4740702841521,5,2,3,1
16,108.22581219749662,7,1,5,1
11,74.71654873869937,8,2,2,0
53,144.98428512005455,0,1,5,1
23,97.90607731706694,8,2,5,1
28,124.97213163474817,1,1,4,1
42,34.21626740423225,0,2,0,0
24,71.64786808296773,7,2,1,0
59,63.79020118812985,7,0,1,0
64,94.03271045775693,3,1,3,0
27,131.9447576079853,7,0,3,1
15,30.183968309060866,6,2,3,0
46,29.434723745812402,1,1,0,0
57,130.54130206048785,4,1,3,0
26,47.670511184986466,9,2,3,0
52,106.93792307847578,3,2,4,0
41,90.57415720690467,2,2,0,0
58,128.27616733533984,0,2,2,0
46,36.26155827873246,4,1,2,0
33,36.87178554393947,9,0,5,1
36,92.38638683617998,7,1,4,0
5,143.0292249365882,8,1,1,1
